PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Cabin_Known,Title
732,0,3,"Hassan, Mr. Houssein G N",Male,11.0,0,0,2699,18.79,Unknown,C,0,Mr
733,0,2,"Knight, Mr. Robert J",Male,30.0,0,0,239855,0.0,Unknown,S,0,Mr
734,0,2,"Berriman, Mr. William John",Male,23.0,0,0,28425,13.0,Unknown,S,0,Mr
735,0,2,"Troupiansky, Mr. Moses Aaron",Male,23.0,0,0,233639,13.0,Unknown,S,0,Mr
736,0,3,"Williams, Mr. Leslie",Male,28.5,0,0,54636,16.1,Unknown,S,0,Mr
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",Female,48.0,1,3,W./C. 6608,34.38,Unknown,S,0,Mrs
738,1,1,"Lesurer, Mr. Gustave J",Male,35.0,0,0,PC 17755,65.63,B101,C,1,Mr
739,0,3,"Ivanoff, Mr. Kanio",Male,25.0,0,0,349201,7.9,Unknown,S,0,Mr
740,0,3,"Nankoff, Mr. Minko",Male,25.0,0,0,349218,7.9,Unknown,S,0,Mr
741,1,1,"Hawksford, Mr. Walter James",Male,40.0,0,0,16988,30.0,D45,S,1,Mr
742,0,1,"Cavendish, Mr. Tyrell William",Male,36.0,1,0,19877,65.63,C46,S,1,Mr
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",Female,21.0,2,2,PC 17608,65.63,B57 B59 B63 B66,C,1,Miss
744,0,3,"McNamee, Mr. Neal",Male,24.0,1,0,376566,16.1,Unknown,S,0,Mr
745,1,3,"Stranden, Mr. Juho",Male,31.0,0,0,STON/O 2. 3101288,7.92,Unknown,S,0,Mr
746,0,1,"Crosby, Capt. Edward Gifford",Male,70.0,1,1,WE/P 5735,65.63,B22,S,1,Rare
747,0,3,"Abbott, Mr. Rossmore Edward",Male,16.0,1,1,C.A. 2673,20.25,Unknown,S,0,Mr
748,1,2,"Sinkkonen, Miss. Anna",Female,30.0,0,0,250648,13.0,Unknown,S,0,Miss
749,0,1,"Marvin, Mr. Daniel Warner",Male,19.0,1,0,113773,53.1,D30,S,1,Mr
750,0,3,"Connaghton, Mr. Michael",Male,31.0,0,0,335097,7.75,Unknown,Q,0,Mr
751,1,2,"Wells, Miss. Joan",Female,4.0,1,1,29103,23.0,Unknown,S,0,Miss
752,1,3,"Moor, Master. Meier",Male,6.0,0,1,392096,12.48,E121,S,1,Master
753,0,3,"Vande Velde, Mr. Johannes Joseph",Male,33.0,0,0,345780,9.5,Unknown,S,0,Mr
754,0,3,"Jonkoff, Mr. Lalio",Male,23.0,0,0,349204,7.9,Unknown,S,0,Mr
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",Female,48.0,1,2,220845,65.0,Unknown,S,0,Mrs
756,1,2,"Hamalainen, Master. Viljo",Male,0.7,1,1,250649,14.5,Unknown,S,0,Master
757,0,3,"Carlsson, Mr. August Sigfrid",Male,28.0,0,0,350042,7.8,Unknown,S,0,Mr
758,0,2,"Bailey, Mr. Percy Andrew",Male,18.0,0,0,29108,11.5,Unknown,S,0,Mr
759,0,3,"Theobald, Mr. Thomas Leonard",Male,34.0,0,0,363294,8.05,Unknown,S,0,Mr
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Female,33.0,0,0,110152,65.63,B77,S,1,Rare
761,0,3,"Garfirth, Mr. John",Male,25.0,0,0,358585,14.5,Unknown,S,0,Mr
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",Male,41.0,0,0,SOTON/O2 3101272,7.12,Unknown,S,0,Mr
763,1,3,"Barah, Mr. Hanna Assi",Male,20.0,0,0,2663,7.23,Unknown,C,0,Mr
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",Female,36.0,1,2,113760,65.63,B96 B98,S,1,Mrs
765,0,3,"Eklund, Mr. Hans Linus",Male,16.0,0,0,347074,7.78,Unknown,S,0,Mr
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",Female,51.0,1,0,13502,65.63,D11,S,1,Mrs
767,0,1,"Brewe, Dr. Arthur Jackson",Male,40.0,0,0,112379,39.6,Unknown,C,0,Rare
768,0,3,"Mangan, Miss. Mary",Female,30.5,0,0,364850,7.75,Unknown,Q,0,Miss
769,0,3,"Moran, Mr. Daniel J",Male,25.0,1,0,371110,24.15,Unknown,Q,0,Mr
770,0,3,"Gronnestad, Mr. Daniel Danielsen",Male,32.0,0,0,8471,8.36,Unknown,S,0,Mr
771,0,3,"Lievens, Mr. Rene Aime",Male,24.0,0,0,345781,9.5,Unknown,S,0,Mr
772,0,3,"Jensen, Mr. Niels Peder",Male,48.0,0,0,350047,7.85,Unknown,S,0,Mr
773,0,2,"Mack, Mrs. (Mary)",Female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,1,Mrs
774,0,3,"Elias, Mr. Dibo",Male,25.0,0,0,2674,7.22,Unknown,C,0,Mr
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",Female,54.0,1,3,29105,23.0,Unknown,S,0,Mrs
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Male,18.0,0,0,347078,7.75,Unknown,S,0,Mr
777,0,3,"Tobin, Mr. Roger",Male,25.0,0,0,383121,7.75,F38,Q,1,Mr
778,1,3,"Emanuel, Miss. Virginia Ethel",Female,5.0,0,0,364516,12.48,Unknown,S,0,Miss
779,0,3,"Kilgannon, Mr. Thomas J",Male,25.0,0,0,36865,7.74,Unknown,Q,0,Mr
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Female,43.0,0,1,24160,65.63,B3,S,1,Mrs
781,1,3,"Ayoub, Miss. Banoura",Female,13.0,0,0,2687,7.23,Unknown,C,0,Miss
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Female,17.0,1,0,17474,57.0,B20,S,1,Mrs
783,0,1,"Long, Mr. Milton Clyde",Male,29.0,0,0,113501,30.0,D6,S,1,Mr
784,0,3,"Johnston, Mr. Andrew G",Male,25.0,1,2,W./C. 6607,23.45,Unknown,S,0,Mr
785,0,3,"Ali, Mr. William",Male,25.0,0,0,SOTON/O.Q. 3101312,7.05,Unknown,S,0,Mr
786,0,3,"Harmer, Mr. Abraham (David Lishin)",Male,25.0,0,0,374887,7.25,Unknown,S,0,Mr
787,1,3,"Sjoblom, Miss. Anna Sofia",Female,18.0,0,0,3101265,7.5,Unknown,S,0,Miss
788,0,3,"Rice, Master. George Hugh",Male,8.0,4,1,382652,29.12,Unknown,Q,0,Master
789,1,3,"Dean, Master. Bertram Vere",Male,1.0,1,2,C.A. 2315,20.58,Unknown,S,0,Master
790,0,1,"Guggenheim, Mr. Benjamin",Male,46.0,0,0,PC 17593,65.63,B82 B84,C,1,Mr
791,0,3,"Keane, Mr. Andrew ""Andy""",Male,25.0,0,0,12460,7.75,Unknown,Q,0,Mr
792,0,2,"Gaskell, Mr. Alfred",Male,16.0,0,0,239865,26.0,Unknown,S,0,Mr
793,0,3,"Sage, Miss. Stella Anna",Female,21.5,8,2,CA. 2343,65.63,Unknown,S,0,Miss
794,0,1,"Hoyt, Mr. William Fisher",Male,40.0,0,0,PC 17600,30.7,Unknown,C,0,Mr
795,0,3,"Dantcheff, Mr. Ristiu",Male,25.0,0,0,349203,7.9,Unknown,S,0,Mr
796,0,2,"Otter, Mr. Richard",Male,39.0,0,0,28213,13.0,Unknown,S,0,Mr
797,1,1,"Leader, Dr. Alice (Farnham)",Female,49.0,0,0,17465,25.93,D17,S,1,Rare
798,1,3,"Osman, Mrs. Mara",Female,31.0,0,0,349244,8.68,Unknown,S,0,Mrs
799,0,3,"Ibrahim Shawah, Mr. Yousseff",Male,30.0,0,0,2685,7.23,Unknown,C,0,Mr
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Female,30.0,1,1,345773,24.15,Unknown,S,0,Mrs
801,0,2,"Ponesell, Mr. Martin",Male,34.0,0,0,250647,13.0,Unknown,S,0,Mr
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Female,31.0,1,1,C.A. 31921,26.25,Unknown,S,0,Mrs
803,1,1,"Carter, Master. William Thornton II",Male,11.0,1,2,113760,65.63,B96 B98,S,1,Master
804,1,3,"Thomas, Master. Assad Alexander",Male,0.4,0,1,2625,8.52,Unknown,C,0,Master
805,1,3,"Hedman, Mr. Oskar Arvid",Male,27.0,0,0,347089,6.98,Unknown,S,0,Mr
806,0,3,"Johansson, Mr. Karl Johan",Male,31.0,0,0,347063,7.78,Unknown,S,0,Mr
807,0,1,"Andrews, Mr. Thomas Jr",Male,39.0,0,0,112050,0.0,A36,S,1,Mr
808,0,3,"Pettersson, Miss. Ellen Natalia",Female,18.0,0,0,347087,7.78,Unknown,S,0,Miss
809,0,2,"Meyer, Mr. August",Male,39.0,0,0,248723,13.0,Unknown,S,0,Mr
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Female,33.0,1,0,113806,53.1,E8,S,1,Mrs
811,0,3,"Alexander, Mr. William",Male,26.0,0,0,3474,7.89,Unknown,S,0,Mr
812,0,3,"Lester, Mr. James",Male,39.0,0,0,A/4 48871,24.15,Unknown,S,0,Mr
813,0,2,"Slemen, Mr. Richard James",Male,35.0,0,0,28206,10.5,Unknown,S,0,Mr
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",Female,6.0,4,2,347082,31.28,Unknown,S,0,Miss
815,0,3,"Tomlin, Mr. Ernest Portage",Male,30.5,0,0,364499,8.05,Unknown,S,0,Mr
816,0,1,"Fry, Mr. Richard",Male,40.0,0,0,112058,0.0,B102,S,1,Mr
817,0,3,"Heininen, Miss. Wendla Maria",Female,23.0,0,0,STON/O2. 3101290,7.92,Unknown,S,0,Miss
818,0,2,"Mallet, Mr. Albert",Male,31.0,1,1,S.C./PARIS 2079,37.0,Unknown,C,0,Mr
819,0,3,"Holm, Mr. John Fredrik Alexander",Male,43.0,0,0,C 7075,6.45,Unknown,S,0,Mr
820,0,3,"Skoog, Master. Karl Thorsten",Male,10.0,3,2,347088,27.9,Unknown,S,0,Master
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Female,52.0,1,1,12749,65.63,B69,S,1,Mrs
822,1,3,"Lulic, Mr. Nikola",Male,27.0,0,0,315098,8.66,Unknown,S,0,Mr
823,0,1,"Reuchlin, Jonkheer. John George",Male,38.0,0,0,19972,0.0,Unknown,S,0,Rare
824,1,3,"Moor, Mrs. (Beila)",Female,27.0,0,1,392096,12.48,E121,S,1,Mrs
825,0,3,"Panula, Master. Urho Abraham",Male,2.0,4,1,3101295,39.69,Unknown,S,0,Master
826,0,3,"Flynn, Mr. John",Male,25.0,0,0,368323,6.95,Unknown,Q,0,Mr
827,0,3,"Lam, Mr. Len",Male,25.0,0,0,1601,56.5,Unknown,S,0,Mr
828,1,2,"Mallet, Master. Andre",Male,1.0,0,2,S.C./PARIS 2079,37.0,Unknown,C,0,Master
829,1,3,"McCormack, Mr. Thomas Joseph",Male,25.0,0,0,367228,7.75,Unknown,Q,0,Mr
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",Female,62.0,0,0,113572,65.63,B28,S,1,Mrs
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",Female,15.0,1,0,2659,14.45,Unknown,C,0,Mrs
832,1,2,"Richards, Master. George Sibley",Male,0.8,1,1,29106,18.75,Unknown,S,0,Master
833,0,3,"Saad, Mr. Amin",Male,25.0,0,0,2671,7.23,Unknown,C,0,Mr
834,0,3,"Augustsson, Mr. Albert",Male,23.0,0,0,347468,7.85,Unknown,S,0,Mr
835,0,3,"Allum, Mr. Owen George",Male,18.0,0,0,2223,8.3,Unknown,S,0,Mr
836,1,1,"Compton, Miss. Sara Rebecca",Female,39.0,1,1,PC 17756,65.63,E49,C,1,Miss
837,0,3,"Pasic, Mr. Jakob",Male,21.0,0,0,315097,8.66,Unknown,S,0,Mr
838,0,3,"Sirota, Mr. Maurice",Male,25.0,0,0,392092,8.05,Unknown,S,0,Mr
839,1,3,"Chip, Mr. Chang",Male,32.0,0,0,1601,56.5,Unknown,S,0,Mr
840,1,1,"Marechal, Mr. Pierre",Male,40.0,0,0,11774,29.7,C47,C,1,Mr
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",Male,20.0,0,0,SOTON/O2 3101287,7.92,Unknown,S,0,Mr
842,0,2,"Mudd, Mr. Thomas Charles",Male,16.0,0,0,S.O./P.P. 3,10.5,Unknown,S,0,Mr
843,1,1,"Serepeca, Miss. Augusta",Female,30.0,0,0,113798,31.0,Unknown,C,0,Miss
844,0,3,"Lemberopolous, Mr. Peter L",Male,34.5,0,0,2683,6.44,Unknown,C,0,Mr
845,0,3,"Culumovic, Mr. Jeso",Male,17.0,0,0,315090,8.66,Unknown,S,0,Mr
846,0,3,"Abbing, Mr. Anthony",Male,42.0,0,0,C.A. 5547,7.55,Unknown,S,0,Mr
847,0,3,"Sage, Mr. Douglas Bullen",Male,25.0,8,2,CA. 2343,65.63,Unknown,S,0,Mr
848,0,3,"Markoff, Mr. Marin",Male,35.0,0,0,349213,7.9,Unknown,C,0,Mr
849,0,2,"Harper, Rev. John",Male,28.0,0,1,248727,33.0,Unknown,S,0,Rare
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",Female,35.0,1,0,17453,65.63,C92,C,1,Mrs
851,0,3,"Andersson, Master. Sigvard Harald Elias",Male,4.0,4,2,347082,31.28,Unknown,S,0,Master
852,0,3,"Svensson, Mr. Johan",Male,74.0,0,0,347060,7.78,Unknown,S,0,Mr
853,0,3,"Boulos, Miss. Nourelain",Female,9.0,1,1,2678,15.25,Unknown,C,0,Miss
854,1,1,"Lines, Miss. Mary Conover",Female,16.0,0,1,PC 17592,39.4,D28,S,1,Miss
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",Female,44.0,1,0,244252,26.0,Unknown,S,0,Mrs
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",Female,18.0,0,1,392091,9.35,Unknown,S,0,Mrs
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",Female,45.0,1,1,36928,65.63,Unknown,S,0,Mrs
858,1,1,"Daly, Mr. Peter Denis",Male,51.0,0,0,113055,26.55,E17,S,1,Mr
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",Female,24.0,0,3,2666,19.26,Unknown,C,0,Mrs
860,0,3,"Razi, Mr. Raihed",Male,25.0,0,0,2629,7.23,Unknown,C,0,Mr
861,0,3,"Hansen, Mr. Claus Peter",Male,41.0,2,0,350026,14.11,Unknown,S,0,Mr
862,0,2,"Giles, Mr. Frederick Edward",Male,21.0,1,0,28134,11.5,Unknown,S,0,Mr
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",Female,48.0,0,0,17466,25.93,D17,S,1,Mrs
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",Female,21.5,8,2,CA. 2343,65.63,Unknown,S,0,Miss
865,0,2,"Gill, Mr. John William",Male,24.0,0,0,233866,13.0,Unknown,S,0,Mr
866,1,2,"Bystrom, Mrs. (Karolina)",Female,42.0,0,0,236852,13.0,Unknown,S,0,Mrs
867,1,2,"Duran y More, Miss. Asuncion",Female,27.0,1,0,SC/PARIS 2149,13.86,Unknown,C,0,Miss
868,0,1,"Roebling, Mr. Washington Augustus II",Male,31.0,0,0,PC 17590,50.5,A24,S,1,Mr
869,0,3,"van Melkebeke, Mr. Philemon",Male,25.0,0,0,345777,9.5,Unknown,S,0,Mr
870,1,3,"Johnson, Master. Harold Theodor",Male,4.0,1,1,347742,11.13,Unknown,S,0,Master
871,0,3,"Balkic, Mr. Cerin",Male,26.0,0,0,349248,7.9,Unknown,S,0,Mr
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",Female,47.0,1,1,11751,52.55,D35,S,1,Mrs
873,0,1,"Carlsson, Mr. Frans Olof",Male,33.0,0,0,695,5.0,B51 B53 B55,S,1,Mr
874,0,3,"Vander Cruyssen, Mr. Victor",Male,47.0,0,0,345765,9.0,Unknown,S,0,Mr
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",Female,28.0,1,0,P/PP 3381,24.0,Unknown,C,0,Mrs
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",Female,15.0,0,0,2667,7.22,Unknown,C,0,Miss
877,0,3,"Gustafsson, Mr. Alfred Ossian",Male,20.0,0,0,7534,9.85,Unknown,S,0,Mr
878,0,3,"Petroff, Mr. Nedelio",Male,19.0,0,0,349212,7.9,Unknown,S,0,Mr
879,0,3,"Laleff, Mr. Kristo",Male,25.0,0,0,349217,7.9,Unknown,S,0,Mr
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",Female,56.0,0,1,11767,65.63,C50,C,1,Mrs
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",Female,25.0,0,1,230433,26.0,Unknown,S,0,Mrs
882,0,3,"Markun, Mr. Johann",Male,33.0,0,0,349257,7.9,Unknown,S,0,Mr
883,0,3,"Dahlberg, Miss. Gerda Ulrika",Female,22.0,0,0,7552,10.52,Unknown,S,0,Miss
884,0,2,"Banfield, Mr. Frederick James",Male,28.0,0,0,C.A./SOTON 34068,10.5,Unknown,S,0,Mr
885,0,3,"Sutehall, Mr. Henry Jr",Male,25.0,0,0,SOTON/OQ 392076,7.05,Unknown,S,0,Mr
886,0,3,"Rice, Mrs. William (Margaret Norton)",Female,39.0,0,5,382652,29.12,Unknown,Q,0,Mrs
887,0,2,"Montvila, Rev. Juozas",Male,27.0,0,0,211536,13.0,Unknown,S,0,Rare
888,1,1,"Graham, Miss. Margaret Edith",Female,19.0,0,0,112053,30.0,B42,S,1,Miss
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",Female,21.5,1,2,W./C. 6607,23.45,Unknown,S,0,Miss
890,1,1,"Behr, Mr. Karl Howell",Male,26.0,0,0,111369,30.0,C148,C,1,Mr
891,0,3,"Dooley, Mr. Patrick",Male,32.0,0,0,370376,7.75,Unknown,Q,0,Mr
