order_id,order_date,customer_id,customer_name,age,gender,region,city,product_category,product_name,quantity,unit_price,discount_pct,sales_amount,profit,shipping_cost,payment_method,customer_satisfaction,return_flag,order_status,days_to_ship,year,month,year_month,quarter,day_of_week,age_group,profit_margin_pct
ORD-03856,2024-08-02,CUST67383,Arjun Singh,30,F,Central,Bhopal,Clothing,Jeans,10,978.2,0.29,6945.22,4868.18,34.04,Debit Card,3.0,False,Delivered,1,2024,8,2024-08,2024Q3,Friday,26-35,70.09
ORD-01560,2021-11-30,CUST99753,Sunita Singh,58,Female,West,Pune,Sports,Football,10,12971.47,0.35,84314.56,15914.47,51.11,Credit Card,3.0,False,Delivered,7,2021,11,2021-11,2021Q4,Tuesday,51-65,18.88
ORD-03232,2023-10-29,CUST26327,Arjun Mishra,35,F,North,Chandigarh,Electronics,Tablet,5,29580.52,0.4,88741.56,15663.51,86.48,Cash on Delivery,4.0,False,Delivered,2,2023,10,2023-10,2023Q4,Sunday,26-35,17.65
ORD-03877,2024-08-08,CUST87297,Sanjay Rao,44,Other,Central,Indore,Electronics,Smartwatch,3,21470.45,0.02,63123.12,5457.16,77.05,Credit Card,5.0,False,Delivered,9,2024,8,2024-08,2024Q3,Thursday,36-50,8.65
ORD-00816,2021-01-09,CUST98871,Aarav Rao,48,Female,East,Guwahati,Clothing,Jeans,4,1333.04,0.15,4532.34,1576.0,89.29,Net Banking,5.0,False,Delivered,9,2021,1,2021-01,2021Q1,Saturday,36-50,34.77
ORD-00864,2021-01-30,CUST83666,Priya Bhat,42,Female,West,Surat,Furniture,Wardrobe,2,7904.49,0.29,11224.38,2246.83,58.23,Credit Card,3.0,False,Delivered,3,2021,1,2021-01,2021Q1,Saturday,36-50,20.02
ORD-01083,2021-05-04,CUST10450,Sunita Iyer,21,male,North,Amritsar,Groceries,Sugar,6,195.0,0.01,1158.3,163.31,46.08,Net Banking,2.0,False,Cancelled,7,2021,5,2021-05,2021Q2,Tuesday,18-25,14.1
ORD-01209,2021-06-29,CUST12905,Rahul Shah,36,Other,West,Surat,Electronics,Smartwatch,6,35685.36,0.3,149878.51,21541.19,65.92,EMI,4.0,False,Delivered,2,2021,6,2021-06,2021Q2,Tuesday,36-50,14.37
ORD-01290,2021-08-04,CUST20750,Rohan Joshi,35,Male,Central,Bhopal,Groceries,Cooking Oil,9,271.01,0.02,2390.31,289.77,60.94,UPI,3.0,False,Delivered,5,2021,8,2021-08,2021Q3,Wednesday,26-35,12.12
ORD-01858,2022-04-01,CUST00213,Arjun Verma,35,Male,South,Chennai,Beauty,Hair Oil,4,1182.99,0.03,4590.0,3103.03,94.88,Debit Card,2.0,False,Pending,1,2022,4,2022-04,2022Q2,Friday,26-35,67.6
ORD-00096,2020-02-07,CUST66932,Shreya Reddy,38,Other,North,Amritsar,Sports,Dumbbells,3,2728.31,0.24,6220.55,802.54,36.26,Credit Card,1.0,True,Returned,10,2020,2,2020-02,2020Q1,Friday,36-50,12.9
ORD-02429,2022-11-16,CUST34276,Sanjay Verma,35,Female,North,Amritsar,Furniture,Desk,4,9446.44,0.3,26450.03,5513.68,58.8,Debit Card,5.0,False,Cancelled,9,2022,11,2022-11,2022Q4,Wednesday,26-35,20.85
ORD-00605,2020-09-26,CUST07202,Amit Shah,39,Other,South,Hyderabad,Beauty,Shampoo,7,387.9,0.09,2470.92,1269.63,57.88,EMI,1.0,False,Pending,3,2020,9,2020-09,2020Q3,Saturday,36-50,51.38
ORD-03112,2023-09-05,CUST75819,Aarav Gupta,48,Other,South,Hyderabad,Clothing,Dress,8,771.59,0.37,3888.81,1547.0,66.22,Net Banking,5.0,False,Delivered,2,2023,9,2023-09,2023Q3,Tuesday,36-50,39.78
ORD-02115,2022-07-19,CUST34821,Sunita Mehta,58,Female,East,Kolkata,Furniture,Wardrobe,8,6806.19,0.1,49004.57,26754.18,63.82,Net Banking,5.0,False,Delivered,1,2022,7,2022-07,2022Q3,Tuesday,51-65,54.6
ORD-00551,2020-09-01,CUST09601,Sunita Gupta,21,Other,East,Guwahati,Groceries,Flour,4,119.74,0.0,478.96,24.64,108.57,EMI,3.0,False,Delivered,6,2020,9,2020-09,2020Q3,Tuesday,18-25,5.14
ORD-03220,2023-10-24,CUST05571,Vikram Mehta,44,Other,West,Ahmedabad,Books,Fiction Novel,6,1199.21,0.09,6547.69,3776.83,61.99,EMI,5.0,False,Shipped,3,2023,10,2023-10,2023Q4,Tuesday,36-50,57.68
ORD-02300,2022-09-24,CUST99451,Nikhil Joshi,30,Other,North,Amritsar,Books,Fiction Novel,5,1447.1,0.07,6729.02,589.91,58.15,Cash on Delivery,3.0,False,Delivered,2,2022,9,2022-09,2022Q3,Saturday,26-35,8.77
ORD-00476,2020-07-29,CUST99185,Rahul Das,46,Female,West,Surat,Clothing,T-Shirt,7,359.64,0.12,2215.38,1271.43,58.05,Debit Card,3.0,False,Delivered,3,2020,7,2020-07,2020Q3,Wednesday,36-50,57.39
ORD-01500,2021-11-03,CUST23783,Meera Nair,35,Female,Central,Bhopal,Books,Comic Book,7,1014.7,0.07,6605.7,1716.12,31.99,Debit Card,2.0,False,Delivered,8,2021,11,2021-11,2021Q4,Wednesday,26-35,25.98
ORD-00213,2020-04-02,CUST16925,Rohan Sharma,33,Male,Central,Nagpur,Beauty,Lipstick,3,538.36,0.03,1566.63,978.3,42.0,UPI,1.0,False,Delivered,10,2020,4,2020-04,2020Q2,Thursday,26-35,62.45
ORD-03513,2024-03-08,CUST75619,Rahul Joshi,45,Other,East,Guwahati,Electronics,Smartwatch,7,70949.08,0.21,392348.41,58300.98,79.98,Cash on Delivery,4.0,False,Shipped,4,2024,3,2024-03,2024Q1,Friday,36-50,14.86
ORD-04144,2024-12-05,CUST34339,Rahul Shah,46,Other,West,Pune,Groceries,Dal (1kg),3,461.92,0.09,1261.04,111.05,92.19,Net Banking,3.0,False,Cancelled,1,2024,12,2024-12,2024Q4,Thursday,36-50,8.81
ORD-01589,2021-12-10,CUST24981,Rohan Mehta,29,Female,East,Patna,Sports,Dumbbells,8,14455.23,0.07,107546.91,14095.31,69.38,Credit Card,1.0,False,Delivered,1,2021,12,2021-12,2021Q4,Friday,26-35,13.11
ORD-02025,2022-06-11,CUST09860,Vikram Mehta,39,Female,West,Pune,Books,Fiction Novel,7,1326.05,0.17,7704.35,5604.53,48.98,Net Banking,3.0,True,Returned,6,2022,6,2022-06,2022Q2,Saturday,36-50,72.75
ORD-02379,2022-10-27,CUST74898,Sanjay Bose,35,Other,South,Kochi,Electronics,Laptop,6,35566.78,0.17,177122.56,27899.28,65.72,Cash on Delivery,5.0,False,Pending,3,2022,10,2022-10,2022Q4,Thursday,26-35,15.75
ORD-02481,2022-12-12,CUST18007,Arjun Patel,30,Other,West,Mumbai,Groceries,Tea,10,93.18,0.11,829.3,61.36,39.09,Net Banking,1.0,False,Delivered,8,2022,12,2022-12,2022Q4,Monday,26-35,7.4
ORD-00277,2020-05-03,CUST65185,Nisha Reddy,59,Other,South,Chennai,Groceries,Dal (1kg),10,217.3,0.05,2064.35,142.65,53.01,Debit Card,5.0,False,Delivered,7,2020,5,2020-05,2020Q2,Sunday,51-65,6.91
ORD-00506,2020-08-12,CUST53218,Vikram Gupta,23,Other,North,Chandigarh,Electronics,Headphones,8,61264.42,0.05,465609.59,82726.06,50.65,Credit Card,2.0,True,Returned,7,2020,8,2020-08,2020Q3,Wednesday,18-25,17.77
ORD-01336,2021-08-23,CUST25698,Pooja Patel,20,Female,West,Pune,Beauty,Face Cream,10,547.0,0.32,3719.6,2513.67,65.08,Cash on Delivery,2.0,False,Cancelled,7,2021,8,2021-08,2021Q3,Monday,18-25,67.58
ORD-02340,2022-10-10,CUST46573,Sunita Mishra,43,Male,East,Kolkata,Books,Comic Book,1,269.23,0.35,175.0,51.64,77.26,Debit Card,2.0,False,Delivered,8,2022,10,2022-10,2022Q4,Monday,36-50,29.51
ORD-00902,2021-02-09,CUST55154,Priya Verma,56,male,North,Chandigarh,Electronics,Tablet,1,39881.71,0.04,38286.44,2984.54,21.56,Net Banking,3.0,False,Delivered,1,2021,2,2021-02,2021Q1,Tuesday,51-65,7.8
ORD-00449,2020-07-16,CUST70202,Aditya Gupta,41,Male,Central,Nagpur,Clothing,Dress,8,1227.51,0.31,6775.86,2117.53,55.16,Credit Card,5.0,False,Delivered,2,2020,7,2020-07,2020Q3,Thursday,36-50,31.25
ORD-01410,2021-09-27,CUST74811,Aditya Rao,32,Other,East,Patna,Beauty,Face Cream,7,1026.47,0.07,6682.32,2747.24,58.92,Cash on Delivery,1.0,True,Returned,9,2021,9,2021-09,2021Q3,Monday,26-35,41.11
ORD-02535,2023-01-05,CUST40704,Karan Singh,36,Female,North,Delhi,Furniture,Wardrobe,1,10813.51,0.12,9515.89,1573.05,58.09,UPI,1.0,True,Returned,1,2023,1,2023-01,2023Q1,Thursday,36-50,16.53
ORD-03597,2024-04-13,CUST83582,Aditya Shah,32,Other,West,Ahmedabad,Sports,Cricket Bat,2,10269.18,0.09,18689.91,5686.61,76.3,Cash on Delivery,3.0,False,Delivered,10,2024,4,2024-04,2024Q2,Saturday,26-35,30.43
ORD-00990,2021-03-28,CUST08092,Meera Bose,35,Other,Central,Raipur,Books,Comic Book,9,742.78,0.0,6685.02,3038.08,76.92,Debit Card,4.0,False,Delivered,8,2021,3,2021-03,2021Q1,Sunday,26-35,45.45
ORD-00304,2020-05-12,CUST28932,Arjun Kumar,41,Male,Central,Bhopal,Books,Fiction Novel,7,513.52,0.38,2228.68,1015.8,35.5,Net Banking,2.0,False,Delivered,10,2020,5,2020-05,2020Q2,Tuesday,36-50,45.58
ORD-03560,2024-03-27,CUST76119,Kavya Mehta,35,Female,East,Kolkata,Groceries,Tea,7,422.63,0.39,1804.63,251.22,58.49,UPI,1.0,False,Delivered,3,2024,3,2024-03,2024Q1,Wednesday,26-35,13.92
ORD-04148,2024-12-07,CUST97586,Ananya Mishra,33,Female,North,Ludhiana,Clothing,T-Shirt,5,614.15,0.17,2548.72,981.99,65.63,UPI,1.0,True,Returned,8,2024,12,2024-12,2024Q4,Saturday,26-35,38.53
ORD-00824,2021-01-12,CUST93771,Ananya Mishra,25,Female,East,Bhubaneswar,Electronics,Smartwatch,10,62379.19,0.06,586364.39,44865.32,83.61,Debit Card,3.0,False,Delivered,4,2021,1,2021-01,2021Q1,Tuesday,18-25,7.65
ORD-02989,2023-07-18,CUST00835,Kavya Patel,38,Other,North,Ludhiana,Electronics,Camera,2,77260.63,0.28,111255.31,27038.61,72.59,UPI,4.0,False,Delivered,4,2023,7,2023-07,2023Q3,Tuesday,36-50,24.3
ORD-01997,2022-06-01,CUST56393,Sunita Rao,32,Male,North,Chandigarh,Groceries,Dal (1kg),9,493.26,0.08,4084.19,506.13,45.11,UPI,3.0,False,Cancelled,9,2022,6,2022-06,2022Q2,Wednesday,26-35,12.39
ORD-02116,2022-07-20,CUST15879,Amit Pillai,26,Female,South,Kochi,Clothing,T-Shirt,6,711.19,0.24,3243.03,2124.71,82.5,Net Banking,3.0,False,Delivered,3,2022,7,2022-07,2022Q3,Wednesday,26-35,65.52
ORD-02068,2022-07-02,CUST60687,Rahul Joshi,40,FEMALE,West,Surat,Furniture,Sofa,9,33837.01,0.22,237535.81,116653.75,42.65,Net Banking,1.0,False,Delivered,4,2022,7,2022-07,2022Q3,Saturday,36-50,49.11
ORD-01902,2022-04-20,CUST14081,Nikhil Reddy,26,Other,Central,Bhopal,Electronics,Laptop,5,8793.32,0.25,32974.95,6647.66,30.21,UPI,1.0,False,Delivered,10,2022,4,2022-04,2022Q2,Wednesday,26-35,20.16
ORD-03333,2023-12-12,CUST27128,Karan Verma,36,Other,East,Patna,Groceries,Tea,8,244.23,0.21,1543.53,127.92,76.52,Debit Card,3.0,False,Delivered,6,2023,12,2023-12,2023Q4,Tuesday,36-50,8.29
ORD-01155,2021-06-03,CUST00350,Deepa Iyer,32,Other,East,Kolkata,Electronics,Tablet,1,29383.37,0.06,27620.37,3473.46,76.02,Cash on Delivery,3.0,True,Returned,2,2021,6,2021-06,2021Q2,Thursday,26-35,12.58
ORD-01434,2021-10-08,CUST32355,Priya Verma,31,Male,South,Chennai,Clothing,T-Shirt,9,2943.22,0.02,25959.2,7881.59,58.83,EMI,5.0,False,Shipped,5,2021,10,2021-10,2021Q4,Friday,26-35,30.36
ORD-03473,2024-02-16,CUST92267,Aarav Sharma,49,Female,East,Bhubaneswar,Sports,Cycle,10,5314.23,0.11,47296.65,10849.9,99.0,UPI,3.0,False,Delivered,4,2024,2,2024-02,2024Q1,Friday,36-50,22.94
ORD-01474,2021-10-25,CUST18611,Sunita Shah,27,Male,East,Guwahati,Electronics,Smartphone,6,6119.98,0.29,26071.11,3137.93,74.62,Debit Card,1.0,True,Returned,5,2021,10,2021-10,2021Q4,Monday,26-35,12.04
ORD-03012,2023-07-28,CUST28387,Aditya Bose,42,Male,East,Patna,Electronics,Headphones,3,73866.57,0.26,163983.79,33151.92,88.4,Cash on Delivery,4.0,False,Delivered,5,2023,7,2023-07,2023Q3,Friday,36-50,20.22
ORD-02980,2023-07-15,CUST27360,Pooja Mishra,58,Other,West,Pune,Groceries,Sugar,6,290.29,0.28,1254.05,197.15,73.31,Cash on Delivery,3.0,False,Delivered,8,2023,7,2023-07,2023Q3,Saturday,51-65,15.72
ORD-00151,2020-03-02,CUST17244,Pooja Verma,36,Male,Central,Raipur,Furniture,Chair,3,5678.86,0.33,11414.51,3430.87,66.63,Debit Card,5.0,False,delivered,6,2020,3,2020-03,2020Q1,Monday,36-50,30.06
ORD-04118,2024-11-26,CUST48264,Aarav Chatterjee,56,Other,North,Amritsar,Clothing,Saree,9,2252.16,0.09,18445.19,4417.35,42.65,Net Banking,5.0,False,Shipped,5,2024,11,2024-11,2024Q4,Tuesday,51-65,23.95
ORD-01697,2022-01-28,CUST17647,Nikhil Joshi,30,male,North,Amritsar,Clothing,Kurta,8,670.37,0.4,3217.78,886.76,85.42,Cash on Delivery,1.0,True,Returned,7,2022,1,2022-01,2022Q1,Friday,26-35,27.56
ORD-01122,2021-05-22,CUST22847,Arjun Sharma,45,Male,East,Guwahati,Groceries,Rice (5kg),7,261.15,0.3,1279.63,126.72,75.32,UPI,3.0,False,Delivered,3,2021,5,2021-05,2021Q2,Saturday,36-50,9.9
ORD-04123,2024-11-28,CUST56868,Ananya Pillai,17,Other,East,Patna,Books,Comic Book,9,1408.86,0.16,10650.98,3795.39,79.06,EMI,4.0,False,Delivered,2,2024,11,2024-11,2024Q4,Thursday,18-25,35.63
ORD-04075,2024-11-01,CUST56692,Vikram Chatterjee,35,Male,Central,Raipur,Groceries,Rice (5kg),8,109.34,0.02,857.23,59.29,46.15,UPI,4.0,False,delivered,3,2024,11,2024-11,2024Q4,Friday,26-35,6.92
ORD-01131,2021-05-25,CUST55050,Nikhil Pillai,31,Female,North,Chandigarh,Groceries,Rice (5kg),5,356.64,0.39,1087.75,17.29,74.52,Net Banking,3.0,False,Delivered,5,2021,5,2021-05,2021Q2,Tuesday,26-35,1.59
ORD-02798,2023-04-28,CUST05716,Arjun Nair,35,male,North,Amritsar,Electronics,Tablet,4,22399.3,0.34,59134.15,10309.74,54.13,EMI,4.0,False,Cancelled,8,2023,4,2023-04,2023Q2,Friday,26-35,17.43
ORD-02804,2023-04-30,CUST37928,Arjun Chatterjee,24,Female,North,Delhi,Books,Textbook,8,1123.69,0.12,7910.78,3534.73,78.68,EMI,3.0,False,Delivered,2,2023,4,2023-04,2023Q2,Sunday,18-25,44.68
ORD-01049,2021-04-20,CUST90241,Sanjay Bhat,54,Other,North,Ludhiana,Beauty,Shampoo,5,2321.44,0.34,7660.75,3661.06,74.83,Cash on Delivery,4.0,False,Delivered,8,2021,4,2021-04,2021Q2,Tuesday,51-65,47.79
ORD-00812,2021-01-07,CUST90877,Sanjay Kumar,37,Female,South,Chennai,Electronics,Smartwatch,10,60534.21,0.01,599288.68,79842.6,52.0,Debit Card,4.0,False,Delivered,2,2021,1,2021-01,2021Q1,Thursday,36-50,13.32
ORD-02710,2023-03-22,CUST02291,Sanjay Mehta,34,Male,East,Guwahati,Electronics,Smartwatch,2,10193.98,0.38,12640.54,1174.9,86.74,EMI,4.0,False,Pending,5,2023,3,2023-03,2023Q1,Wednesday,26-35,9.29
ORD-03911,2024-08-16,CUST56239,Arjun Bose,51,male,North,Amritsar,Sports,Dumbbells,10,786.71,0.03,7631.09,1750.05,48.55,Net Banking,1.0,False,delivered,8,2024,8,2024-08,2024Q3,Friday,51-65,22.93
ORD-01558,2021-11-29,CUST50687,Rahul Nair,21,Female,East,Patna,Books,Fiction Novel,10,722.86,0.15,6144.31,2442.73,55.76,UPI,1.0,False,Delivered,4,2021,11,2021-11,2021Q4,Monday,18-25,39.76
ORD-01064,2021-04-27,CUST14319,Aarav Shah,27,Male,Central,Nagpur,Beauty,Lipstick,6,2416.31,0.13,12613.14,7768.7,37.54,Cash on Delivery,4.0,False,Delivered,4,2021,4,2021-04,2021Q2,Tuesday,26-35,61.59
ORD-03155,2023-09-29,CUST59557,Meera Chatterjee,25,Other,South,Chennai,Clothing,Jacket,6,2996.07,0.39,10965.62,6275.03,75.18,Cash on Delivery,2.0,False,Delivered,1,2023,9,2023-09,2023Q3,Friday,18-25,57.22
ORD-02304,2022-09-27,CUST81774,Meera Iyer,34,Male,East,Guwahati,Beauty,Hair Oil,8,1956.04,0.05,14865.9,7683.48,90.07,EMI,1.0,False,Cancelled,4,2022,9,2022-09,2022Q3,Tuesday,26-35,51.69
ORD-02983,2023-07-15,CUST47590,Aarav Kumar,25,Male,East,Patna,Beauty,Shampoo,8,524.72,0.11,3736.01,3302.07,74.59,Net Banking,3.0,False,Delivered,9,2023,7,2023-07,2023Q3,Saturday,18-25,88.38
ORD-00893,2021-02-05,CUST82516,Aarav Kapoor,48,Other,South,Hyderabad,Groceries,Tea,4,405.74,0.06,1525.58,140.36,111.98,Credit Card,5.0,False,Shipped,7,2021,2,2021-02,2021Q1,Friday,36-50,9.2
ORD-02922,2023-06-18,CUST45653,Aditya Reddy,27,Male,East,Kolkata,Furniture,Bed Frame,6,18974.28,0.32,77415.06,7548.58,78.91,Net Banking,3.0,False,Delivered,6,2023,6,2023-06,2023Q2,Sunday,26-35,9.75
ORD-01101,2021-05-11,CUST25632,Rohan Mehta,23,Other,East,Bhubaneswar,Beauty,Perfume,4,2455.13,0.04,9427.7,5429.24,86.94,EMI,5.0,False,Delivered,2,2021,5,2021-05,2021Q2,Tuesday,18-25,57.59
ORD-02437,2022-11-22,CUST57020,Rahul Bhat,35,Other,East,Guwahati,Furniture,Bed Frame,10,5117.29,0.35,33262.38,8052.09,61.97,UPI,3.0,False,Delivered,8,2022,11,2022-11,2022Q4,Tuesday,26-35,24.21
ORD-02985,2023-07-15,CUST52758,Meera Pillai,42,Male,East,Guwahati,Sports,Tennis Racket,3,13447.87,0.03,39133.3,14051.98,89.88,Credit Card,1.0,True,Returned,1,2023,7,2023-07,2023Q3,Saturday,36-50,35.91
ORD-01316,2021-08-15,CUST62751,Vikram Mishra,27,Female,East,Kolkata,Sports,Tennis Racket,2,11208.34,0.0,22416.68,5448.35,65.42,EMI,3.0,False,Delivered,10,2021,8,2021-08,2021Q3,Sunday,26-35,24.3
ORD-01649,2022-01-05,CUST44360,Vikram Iyer,28,Other,North,Amritsar,Furniture,Bed Frame,10,9788.59,0.18,80266.44,15796.43,48.09,Net Banking,1.0,True,Returned,7,2022,1,2022-01,2022Q1,Wednesday,26-35,19.68
ORD-00796,2020-12-28,CUST33825,Aarav Reddy,44,Other,West,Pune,Clothing,T-Shirt,8,1635.94,0.17,10862.64,1973.68,58.56,EMI,4.0,False,Delivered,7,2020,12,2020-12,2020Q4,Monday,36-50,18.17
ORD-00074,2020-01-28,CUST91087,Meera Shah,40,Female,East,Patna,Furniture,Chair,8,33648.87,0.27,196509.4,58848.22,90.58,Net Banking,4.0,True,Returned,9,2020,1,2020-01,2020Q1,Tuesday,36-50,29.95
ORD-00461,2020-07-21,CUST87839,Priya Kumar,36,Other,North,Ludhiana,Sports,Yoga Mat,6,11043.66,0.36,42407.65,10394.78,45.19,UPI,1.0,False,Delivered,3,2020,7,2020-07,2020Q3,Tuesday,36-50,24.51
ORD-00487,2020-08-03,CUST82166,Shreya Gupta,36,Female,North,Amritsar,Clothing,Jeans,1,2218.42,0.01,2196.24,885.38,25.22,Net Banking,2.0,False,Delivered,6,2020,8,2020-08,2020Q3,Monday,36-50,40.31
ORD-02139,2022-07-28,CUST46079,Ananya Chatterjee,40,Other,North,Delhi,Beauty,Hair Oil,8,1990.6,0.37,10032.62,5997.36,71.99,UPI,2.0,False,Delivered,9,2022,7,2022-07,2022Q3,Thursday,36-50,59.78
ORD-01230,2021-07-08,CUST23256,Vikram Shah,35,Male,South,Kochi,Groceries,Rice (5kg),2,347.75,0.37,438.16,48.84,91.05,UPI,4.0,False,Cancelled,7,2021,7,2021-07,2021Q3,Thursday,26-35,11.15
ORD-00493,2020-08-04,CUST79400,Meera Shah,52,Other,West,Mumbai,Furniture,Wardrobe,3,14320.7,0.28,30932.71,8980.94,51.39,Debit Card,1.0,False,delivered,3,2020,8,2020-08,2020Q3,Tuesday,51-65,29.03
ORD-03694,2024-05-23,CUST98806,Nisha Reddy,25,Other,East,Kolkata,Furniture,Bed Frame,5,30173.9,0.19,122204.3,9793.25,81.77,Net Banking,1.0,True,Returned,4,2024,5,2024-05,2024Q2,Thursday,18-25,8.01
ORD-02105,2022-07-16,CUST23451,Rahul Reddy,28,Other,West,Mumbai,Books,Comic Book,10,1326.18,0.2,10609.44,5803.82,73.42,Cash on Delivery,3.0,False,Delivered,5,2022,7,2022-07,2022Q3,Saturday,26-35,54.7
ORD-01266,2021-07-25,CUST72321,Arjun Iyer,35,Other,North,Ludhiana,Clothing,T-Shirt,5,1881.57,0.4,5644.71,1842.91,43.33,UPI,1.0,False,Delivered,2,2021,7,2021-07,2021Q3,Sunday,26-35,32.65
ORD-03419,2024-01-22,CUST03566,Pooja Joshi,37,Other,South,Chennai,Sports,Cricket Bat,6,548.7,0.13,2864.21,795.42,59.32,EMI,3.0,False,delivered,2,2024,1,2024-01,2024Q1,Monday,36-50,27.77
ORD-00098,2020-02-07,CUST47981,Arjun Kumar,45,female,Central,Raipur,Furniture,Chair,4,14589.56,0.0,58358.24,18143.47,60.59,Cash on Delivery,5.0,False,Delivered,6,2020,2,2020-02,2020Q1,Friday,36-50,31.09
ORD-03274,2023-11-16,CUST59021,Nisha Iyer,35,Other,East,Bhubaneswar,Electronics,Smartwatch,10,61623.34,0.1,554610.06,41031.36,69.0,UPI,4.0,False,Delivered,5,2023,11,2023-11,2023Q4,Thursday,26-35,7.4
ORD-02528,2023-01-02,CUST85727,Nisha Pillai,38,Female,South,Bangalore,Clothing,Jacket,9,2765.83,0.09,22652.15,7174.59,83.41,Cash on Delivery,5.0,False,Cancelled,4,2023,1,2023-01,2023Q1,Monday,36-50,31.67
ORD-01773,2022-02-23,CUST06303,Arjun Shah,44,Female,North,Chandigarh,Furniture,Bed Frame,10,18135.2,0.08,166843.84,36601.82,42.09,Cash on Delivery,2.0,False,Shipped,7,2022,2,2022-02,2022Q1,Wednesday,36-50,21.94
ORD-01468,2021-10-23,CUST62484,Karan Gupta,24,Female,West,Pune,Groceries,Cooking Oil,9,63.47,0.15,485.55,35.42,44.96,Credit Card,3.0,False,Delivered,8,2021,10,2021-10,2021Q4,Saturday,18-25,7.29
ORD-01750,2022-02-16,CUST58944,Sunita Verma,35,Male,West,Mumbai,Furniture,Sofa,6,15789.89,0.27,69159.72,13231.78,66.76,Credit Card,1.0,True,Returned,2,2022,2,2022-02,2022Q1,Wednesday,26-35,19.13
ORD-01479,2021-10-26,CUST30026,Vikram Gupta,28,Male,South,Kochi,Beauty,Face Cream,1,703.89,0.12,619.42,209.92,68.12,Credit Card,1.0,True,Returned,4,2021,10,2021-10,2021Q4,Tuesday,26-35,33.89
ORD-01891,2022-04-15,CUST26370,Deepa Mishra,23,Other,West,Pune,Furniture,Desk,8,34992.04,0.11,249143.32,82342.39,35.17,EMI,4.0,False,Pending,1,2022,4,2022-04,2022Q2,Friday,18-25,33.05
ORD-03141,2023-09-20,CUST51444,Rohan Kapoor,34,Female,Central,Indore,Sports,Cricket Bat,9,3722.56,0.09,30487.77,8661.64,41.2,UPI,4.0,False,Cancelled,2,2023,9,2023-09,2023Q3,Wednesday,26-35,28.41
ORD-02345,2022-10-11,CUST71392,Kavya Shah,21,Male,South,Chennai,Books,Self-Help Book,4,1497.67,0.21,4732.64,1329.44,68.06,Net Banking,5.0,False,Delivered,7,2022,10,2022-10,2022Q4,Tuesday,18-25,28.09
ORD-02951,2023-07-01,CUST74188,Aarav Singh,46,Male,West,Mumbai,Sports,Football,2,10865.46,0.25,16298.19,6993.08,49.79,Cash on Delivery,1.0,True,Returned,7,2023,7,2023-07,2023Q3,Saturday,36-50,42.91
ORD-00602,2020-09-26,CUST38438,Priya Das,50,Other,South,Bangalore,Groceries,Flour,9,60.08,0.36,346.06,13.3,67.3,UPI,4.0,False,delivered,3,2020,9,2020-09,2020Q3,Saturday,36-50,3.84
ORD-03943,2024-08-27,CUST79156,Ritu Bhat,26,Female,South,Hyderabad,Groceries,Rice (5kg),5,228.28,0.29,810.39,93.76,62.68,Net Banking,4.0,False,Delivered,8,2024,8,2024-08,2024Q3,Tuesday,26-35,11.57
ORD-03222,2023-10-25,CUST90239,Pooja Patel,31,Female,East,Kolkata,Books,Comic Book,9,224.99,0.21,1599.68,489.85,81.53,EMI,3.0,False,Shipped,1,2023,10,2023-10,2023Q4,Wednesday,26-35,30.62
ORD-00396,2020-06-20,CUST01484,Priya Reddy,51,Male,West,Surat,Books,Textbook,4,579.35,0.35,1506.31,1058.65,60.19,EMI,2.0,False,Shipped,7,2020,6,2020-06,2020Q2,Saturday,51-65,70.28
ORD-00427,2020-07-08,CUST70997,Nisha Iyer,46,Male,South,Hyderabad,Sports,Cycle,8,14501.84,0.35,75409.57,25057.46,74.64,Debit Card,1.0,False,Delivered,5,2020,7,2020-07,2020Q3,Wednesday,36-50,33.23
ORD-00022,2020-01-09,CUST85754,Meera Bose,54,Male,South,Kochi,Groceries,Sugar,1,454.8,0.36,291.07,21.68,67.9,Cash on Delivery,2.0,False,Delivered,6,2020,1,2020-01,2020Q1,Thursday,51-65,7.45
ORD-01039,2021-04-15,CUST90995,Aditya Joshi,33,Other,South,Kochi,Electronics,Smartphone,10,76400.64,0.21,603565.06,80532.82,72.35,Credit Card,2.0,False,Pending,9,2021,4,2021-04,2021Q2,Thursday,26-35,13.34
ORD-02301,2022-09-25,CUST94749,Aarav Patel,52,Other,South,Hyderabad,Beauty,Hair Oil,3,1334.72,0.14,3443.58,1517.77,68.86,Net Banking,1.0,False,Delivered,5,2022,9,2022-09,2022Q3,Sunday,51-65,44.08
ORD-00845,2021-01-20,CUST66370,Sanjay Kumar,43,Other,South,Hyderabad,Sports,Tennis Racket,7,12247.06,0.07,79728.36,11670.83,87.17,Credit Card,4.0,False,Pending,5,2021,1,2021-01,2021Q1,Wednesday,36-50,14.64
ORD-03358,2023-12-23,CUST82460,Nikhil Pillai,35,Other,East,Guwahati,Electronics,Smartwatch,9,17538.79,0.28,113651.36,9279.29,93.75,EMI,1.0,False,Delivered,9,2023,12,2023-12,2023Q4,Saturday,26-35,8.16
ORD-02894,2023-06-06,CUST87652,Nikhil Patel,25,Other,East,Bhubaneswar,Beauty,Shampoo,1,123.79,0.17,102.75,67.47,49.95,Credit Card,3.0,False,Delivered,3,2023,6,2023-06,2023Q2,Tuesday,18-25,65.66
